"Created Date","Record Number","Record Type","Status","Address","Property/Project Name","Description","Expiration Date",
"03/17/2023","SDOTTREE0005050","Tree - Plant/Prune/Remove","Closed","1819    17TH  AVE   SEATTLE","Sacks - 1819 17th Ave - Pruning","Pruning Objective:To keep clearance of street and sidewalk, while maintaining proper structure for long-term healthPruning Specification:-three Flowering Cherry trees (Prunus serrulata) located in the planting strip.10” , 9.5”, 11” dsh","05/29/2023",
"03/17/2023","SDOTTREE0005051","Tree - Plant/Prune/Remove","Closed","5744    63RD  AVE  NE  SEATTLE","Reibling - 5744 63rd Ave NE - Pruning","Applicant Notes:Pruning Objective:To increase clearance to street and improve structure to trees for long-term healthPruning Specification:>> four Tulip Poplar trees (Liriodendron tulipifera) located in the planting strip. 16”,15”, 16.5”, 14” DSH- Remove lower branches previously damaged by vehicles to provide additional clearance to road.- Remove select weakly attached, crossing and other defective branches to improve structure-----------------SDOT Permit Notes, AF:Prune four tulip poplars located in the ROW at 5744 63rd Ave NE. Prune for ROW clearance (14' over road and 8' over sidewalk) and light structural pruning. No more than 20% of total crown to be removed. All pruning must conform to ANSI A300 standards.","05/29/2023",
"03/17/2023","SDOTTREE0005052","Tree - Plant/Prune/Remove","Closed","1902   N  49TH  ST   SEATTLE","Berg - 1902 N 49th St - Pruning","Prune 1 Acer pseudoplatanus street tree (DBH 34""), SW side of property: deadwood, create clearance to roof. •	Pruning will follow ANSI A300. Arborists adhering to the ANSI A300 pruning standard will not: leave branch stubs, make unnecessary heading cuts, cut off the branch collar (not make a flush cut), top or lion's tail trees (stripping a branch from the inside leaving foliage just at the ends), remove more than 25 percent of the foliage of a single branch. Maintain clearances to roadway, sidewalks, and infrastructure.","06/24/2023",
"03/17/2023","SDOTTREE0005053","Tree - Plant/Prune/Remove","Denied","2232   E  BLAINE  ST   SEATTLE","CASHMAN - 2232 E BLAINE ST - PLANT","Plant appropriate street tree - this replaces a tree which was removed due to disease several years ago.",,
"03/17/2023","SDOTTREE0005054","Tree - Plant/Prune/Remove","Withdrawn","5505    34TH  AVE  NE  SEATTLE","ZHAO - 5505 34TH AVE NE - REMOVE - PLANT","I am a homeowner residing in Seattle, and I am writing to inquire about the trees in front of my house.Address?5505 34th Ave NE, Seattle WA 98105There are two small trees situated between the sidewalk and the road, and I was informed by the city that they are my responsibility. Unfortunately, these trees have become diseased, and I would like to either have them removed or replaced with new ones.Could you please provide me with information regarding the necessary procedures for requesting the removal or replacement of these trees? I would greatly appreciate any guidance or assistance you can offer. Thank you for your time and attention to this matter.Sincerely,Wei",,
"03/17/2023","SDOTTREE0005055","Tree - Plant/Prune/Remove","Issued","4805   NE  40TH  ST   SEATTLE","4805 NE 40TH ST - PLANT","Applicant Notes:plant 3 trees ( all 3 will be Quaking Aspen 10-12 footers) on the planting strip. There is nothing but grass and weeds at the moment. This planting strip is on the N side of 4805 NE 40th St ( reason they are wanting to plant these 3 trees are, they want to acquire privacy for their back yard patio, 1 tree which will be located on the NW side corner is the one that will provide the privacy, the other 2 are just so they planting space doesn't look odd.)The sidewalk will remain open-----------------------SDOT Permit Notes, AF:After discussion, the applicant has decided to plant one Donald Wyman Flowering Crabapple 30' east of the intersection, and no other trees at this time.Plant one Donald Wyman Flower Crabapple in the ROW at 4805 NE 40th St. Trees cannot be planted closer than 30' to an intersection. All planting to conform to ANSI A300 Part 6 Planting standards, and SDOT Street Tree Manual. Call 811 or visit https://wa.itic.occinc.com/ to schedule a utility locate before digging.SDOT SPACING STANDARDS: street trees shall be planted according to the following guidelines: 3½ feet back from the face of the curb, 5 feet from all underground utility lines (Call 811 to locate lines), 10 feet from power poles, 7 ½ feet from driveways (10 feet recommended), 20 feet from street lights and other existing trees, 30 feet from street intersections (avoid driver sightline issues).  GENERAL PLANTING SPECIFICATIONS: Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to spacing guidelines. Prior to planting perform an 811 locate to mark all underground utilities.","07/19/2023",
"03/16/2023","SDOTTREE0005044","Tree - Plant/Prune/Remove","Closed","1328    44TH  AVE  SW  SEATTLE","DUFFY - 1328 44TH AVE SW - PRUNE","PRUNE 3 GINKGO TREES TO CITY OF SEATTLE STANDARDS. ALL PRUNING CUTS TO ANSI A300 STANDARDS.GinkoRaise canopy to approximately 7-8' from the ground (RIGHT OF WAY CLEARANCE)Provide approximately 1-2' clearance from power and communication lines using lateral cutsMINIMAL THINNING (NOT TO EXCEED 10% LIVE FOLIAGE).  REMOVE DEADWOOD.","04/28/2023",
"03/16/2023","SDOTTREE0005045","Tree - Plant/Prune/Remove","Awaiting Corrections","4720    37TH  AVE  SW  SEATTLE","KEY DEVELOPEMENT - 4720 & 4722 37TH AVE SW - PLANT 2 new trees","Plant 1 new street tree for each parcel. 2 adjacent development each with 2 single family residence.",,
"03/16/2023","SDOTTREE0005046","Tree - Plant/Prune/Remove","Void","4722  B   37TH  AVE  SW  SEATTLE","KEY - DEVELOPEMENT - 4722 B  37th Ave SW - PLANT","Plant new 2” caliper Bowhall Maple in front of property for new project of 2 single family residence.",,
"03/16/2023","SDOTTREE0005047","Tree - Plant/Prune/Remove","Withdrawn","1123    21ST  AVE  S  SEATTLE","HOOK - 1123 21ST AVE S - REMOVE","A fruiting crabapple tree is located in front of 1123 21st Ave S, Seattle 98144.  It poses a public safety hazard, with fruiting crab-apples that fall onto people, the sidewalk, and roadway.  We've had several instances of people falling on the cement when the small round fruit covers the ground, causing a tripping hazard.  We would like to have the tree removed and replaced with a non-fruiting variety.",,
"03/16/2023","SDOTTREE0005048","Tree - Plant/Prune/Remove","In Process","359   NW  76TH  ST   SEATTLE","359 NW 76th St - SUSIP0000639","Corner lot.  4 new street trees per approved sip plans.",,
"03/16/2023","SDOTTREE0005049","Tree - Plant/Prune/Remove","Withdrawn","5230   S  JUNEAU  ST   SEATTLE","BROGA - 5230 S JUNEAU ST - PRUNE","Applicant Notes:Pruning of trees in right of way adjacent property and between 54th Ave S & property address.--------------------SDOT Permit Notes, AF:Meeting with applicant on site on April 6th when the trees have had a couple weeks to leaf out some to assess overall condition.",,
"03/15/2023","SDOTTREE0004806-A001","Trees - Revision Amendment","Closed","11300    GOODWIN  WAY  NE  SEATTLE","McGuire DADU - 11300 GOODWIN Way NE - PRUNING","Applicant Notes:Prune trees located within the ROW in advance of construction project. Pruning shall adhere to ANSI 300A standards. Scope of work shall include restoring required clearances to street and sidewalk.Amendment Notes:application request has been modified to reflect NOT removing any trees but only pruning so i am replacing site plan and arborist report with revised documents consistent with that modifications and other updates as needed to reflect my conversation with arborist Whit Bouton.-----------------------------SDOT Permit Notes, AF:Prune one Douglas fir and one Western white pine located in the ROW at 11300 Goodwin Way to 14' over the roadway and 8' over the sidewalk. Raising to allow construction equipment access is approved as long as it is ONLY enough for passage (12-14' over path of travel).",,
"03/15/2023","SDOTTREE0005036","Tree - Plant/Prune/Remove","Issued","2624    MOUNT ADAMS  PL  S  SEATTLE","Rosen-Ritt - 2624 MOUNT ADAMS PL S - PLANT","Applicant Notes:Existing House, 3 new crape myrtle street trees in the lawn strip along Cascadia Avenue,on the East side of the property,2.5'' CAL trees, multistemSidewalk will remain open------------------SDOT Permit Notes, AF:Plant three crape myrtles in the ROW on Cascadia Ave at Mount Adams Pl as described in the applicant notes. All planting to conform to ANSI A300 Part 6 Planting standards, and SDOT Street Tree Manual. Call 811 or visit https://wa.itic.occinc.com/ to schedule a utility locate before digging.SDOT SPACING STANDARDS: street trees shall be planted according to the following guidelines: 3½ feet back from the face of the curb, 5 feet from all underground utility lines (Call 811 to locate lines), 10 feet from power poles, 7 ½ feet from driveways (10 feet recommended), 20 feet from street lights and other existing trees, 30 feet from street intersections (avoid driver sightline issues).  GENERAL PLANTING SPECIFICATIONS: Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to spacing guidelines. Prior to planting perform an 811 locate to mark all underground utilities.","05/28/2023",
"03/15/2023","SDOTTREE0005037","Tree - Plant/Prune/Remove","Closed","6600    FLORA  AVE  S  SEATTLE","HUTCHINSON - 6600 FLORA AVE S - PRUNE","Applicant Notes:Pruning (3) Hawthorne trees along S Warsaw St to reduce canopy density and mitigate effects of falling leaves, berries, and misc debris on sidewalk, street, and roof surfaces.Three Hawthorns (planting strip on Warsaw)Pruning Objective:-Improve clearances for the street, sidewalk, and client's buildings-Improve appearancePruning Treatment:-Remove low stubbed branches-Reduce south branches on all three trees to cut back as close to the south edge of the sidewalk as reasonably possible (reducing 2-4' in length, cuts to 1.5"")-Remove or reduce low branches over the sidewalk for about 8' of clearance-Remove or reduce branches for about 8-10' of clearance over the street (any more will permanently disfigure the trees) Pruning Dose: -No more than 25% of the total live foliage to be removed-Cleanup and haul away all wood and debris---------------SDOT Permit Notes, AF:Prune three hawthorns located in the ROW on S Warsaw St at 6600 Flora Ave S. Structural pruning and light thinning to improve appearance and provide clearance to structures and over ROW are approved, not to exceed 25% of total canopy. All pruning to conform to ANSI A300 pruning standards.","05/21/2023",
"03/15/2023","SDOTTREE0005038","Tree - Plant/Prune/Remove","Closed","3431    62ND  AVE  SW  SEATTLE","DRAKE - 3431 62ND AVE SW - PRUNE","Prune 3 Tartarian Maples in front parking strip - structural prune to promote proper development.  ALL PRUNING CUTS TO ANSI A300 STANDARDS.","05/27/2023",
"03/15/2023","SDOTTREE0005039","Tree - Plant/Prune/Remove","Denied","2745    CALIFORNIA  AVE  SW  SEATTLE","Luna Apartments - 2745 CALIFORNIA AVE SW - prune","Location 2745 California Ave SWTrim 7 trees approx 3-5 feet away from building from Luna Apartments South on California Ave to Stop Sign-----TREES ALONG CALIFORNIA AVE SW ON WEST SIDE BETWEEN SW STEVENS AND SW LANDER ARE ALL SDOT LINDEN TREES.  SDOT CREWS WILL PRUNE THESE TREES FOR RIGHT OF WAY CLEARANCES AND MINIMAL BUILDING CLEARANCE WHEN IN AREA.  WILL NEED TO PLACE NO PARK SIGNS IN ORDER TO PERFORM WORK.",,
"03/15/2023","SDOTTREE0005040","Tree - Plant/Prune/Remove","Closed","923   NW  60TH  ST   SEATTLE","Siems - 923 NW 60th ST - Pruning","Prune as permitted, 1, privately-maintained, Willowleaf Pear (Pyrus salicifolia) street tree (TRE-3436)(9"" DBH) in accordance with ANSI 300 standards for thinning and deadwood. Tree is located along NW 60TH St.Pruning will follow ANSI A300. Arborists adhering to the ANSI A300 pruning standard will not: leave branch stubs, make unnecessary heading cuts, cut off the branch collar (not make a flush cut), top or lion's tail trees (stripping a branch from the inside leaving foliage just at the ends), remove more than 25 percent of the foliage of a single branch. Maintain clearances to roadway, sidewalks, and infrastructure.","05/25/2023",
"03/15/2023","SDOTTREE0005041","Tree - Plant/Prune/Remove","Closed","8139    18TH  AVE  SW  SEATTLE","FOUNTAINE - 8139 18TH AVE SW - PLANT","Existing house. Plant 2 Japanese Maple Trees in the planting strip on the W side of 18th Ave SW planting strip between Cloverdale and Thistle st.. The sidewalk will remain open.  PLANT 2 CITY APPROVED STREET TREES TO CITY OF SEATTLE STANDARDS.  MINIMUM PLANTING SPECIFICATIONS ARE 5' FROM ALL UNDERGROUND UTILITIES, 5' FROM PROPERTY LINES, ETC.","03/23/2024",
"03/15/2023","SDOTTREE0005042","Tree - Plant/Prune/Remove","Closed","1139    23RD  AVE  E  SEATTLE","1139 23rd AVE E","Prune as permitted, 5, tree-form, Evergreen Magnolia (Magnolia grandiflora cultivar?) street trees. Note: these are not located on Seattle street tree map, unsure if they are privately maintained or SDOT categorized. Trees located along 23rd AVE E.","04/25/2023",
"03/15/2023","SDOTTREE0005043","Tree - Plant/Prune/Remove","Issued","3925  R  E  HARRISON  ST   SEATTLE","thin unpermitted trees","Thin out 8 trees of 14 planted along a narrow strip of SDOT ROW in NE corner of street end E. Harrison Street","05/13/2023",
"03/14/2023","SDOTTREE0005034","Tree - Plant/Prune/Remove","Closed","5502    1ST  AVE  NW  SEATTLE","ERICKSON - 5502 1st Ave NW - PRUNE","Prune 5 red maples on planting strip – Thin / Structural Prune – Subordinate codominant leaders (if any), ensure proper branch spacing. Remove deadwood and damaged or defective branches. No more than 20% of total live canopy to be removed. All pruning must conform to ANSI A300 pruning standards.","05/26/2023",
"03/14/2023","SDOTTREE0005035","Tree - Plant/Prune/Remove","Issued","2800    1ST  AVE   SEATTLE","Parker - 2800 1st Ave - Prune (4),  Remove, Grind, Replant (1)","Remove one maple tree located in the ROW along 1st Ave (fourth tree from Broad St). Grind stump below grade to allow for future replanting. Prior to grinding perform an 811 locate to mark all underground utilities.Within one year of issuance plant one suitable replacement tree in the ROW. SDOT SPACING STANDARDS: street trees shall be planted according to the following guidelines: 3½ feet back from the face of the curb, 5 feet from all underground utility lines (Call 811 to locate lines), 10 feet from power poles, 7 ½ feet from driveways (10 feet recommended), 20 feet from streetlights and other existing trees, 30 feet from street intersections (avoid driver sightline issues). GENERAL PLANTING SPECIFICATIONS: Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to spacing guidelines. Prior to planting perform an 811 locate to mark all underground utilities.Prune four maple trees located in the ROW along 1st Ave. Pruning shall adhere to ANSI 300A standards. Scope of work shall include restoring required clearances to street and sidewalk. Additional Info Provided By Applicant [Removals: One Cleveland Norway maple tree (Acer platanoides `Cleveland`) located in the ROW along 1st Ave. Tree to be removed is the fourth from Broad St. 13""DSH. Grind stump below grade. City-approved tree to be replanted within one year. Pruning Specifications: Four Cleveland Norway maple trees (Acer platanoides `Cleveland`) located in the ROW along 1st Ave. 10"" 8"" 10"" 12"" DSH -Pruning to provide clearance to surrounding infrastructure and construction work -Select branch removal to reduce density of the tree canopy -Remove select lower limbs for improved visibility to the building -Remove dead or damaged limbs 2 inches in diameter or greater -Live canopy removal not to exceed 20% using removal or reduction cuts no larger than 6 inches in diameter","10/18/2024",
"03/13/2023","SDOTTREE0005026","Tree - Plant/Prune/Remove","Closed","2628   E  VALLEY  ST   SEATTLE","CHILDS - 2628 E VALLEY ST - PRUNE","There are 3 ornamental cherry trees in the sidewalk strip in front of our house that need to be limbed up and have dead limbs removed.","05/11/2023",
"03/13/2023","SDOTTREE0005027","Tree - Plant/Prune/Remove","Closed","6804    28TH  AVE  NW  SEATTLE","POWTER - 6804 28TH AVE NW - PRUNE","Pruning will follow ANSI A300. Arborists adhering to the ANSI A300 pruning standard will not: leave branch stubs, make unnecessary heading cuts, cut off the branch collar (not make a flush cut), top or lion's tail trees (stripping a branch from the inside leaving foliage just at the ends), remove more than 25 percent of the foliage of a single branch. Prune to maintain clearances to roadway, sidewalks, and infrastructure. Planting strip - Bradford Pear & Cherry (DBH 16"" and 11""): driveway clearance and health and structure.","06/02/2023",
"03/13/2023","SDOTTREE0005028","Tree - Plant/Prune/Remove","Issued","5002    51ST  AVE  SW  SEATTLE","SULLIVAN - 5002 51ST AVE SW - REMOVE","5002 51st Ave SW (West Seattle)Demolish and replace existing garage with a DADU. REMOVE 4"" DBH CHERRY TREE AND REPLACE,  WITH 1, 2"" CALIPER CITY APPROVED STREET TREE THAT IS APPROPRIATE FOR A 4' WIDE PLANTING STRIP (SERVICEBERRY OR CREPE MYRTLE) IF SPACE ALLOWS.  PLANT TREE A MINIIMUM OF 7.5' FROM DRIVEWAY AND 5' FROM ALL UNDERGROUND UTILITIES.  WILL NEED TO REAPPLY FOR A PERMIT TO PLANT TREE IF SPACE ALLOWS ONCE  THE DUST SETTLES FROM CONSTRUCTION.","06/17/2023",
"03/13/2023","SDOTTREE0005029","Tree - Plant/Prune/Remove","Issued","868   NW  80TH  ST   SEATTLE","RYSAVY - 868 NW 80TH ST - REMOVE - PRUNE","Pruning will follow ANSI A300. Arborists adhering to the ANSI A300 pruning standard will not: leave branch stubs, make unnecessary heading cuts, cut off the branch collar (not make a flush cut), top or lion's tail trees (stripping a branch from the inside leaving foliage just at the ends), remove more than 25 percent of the foliage of a single branch.Remove 1 Liquidambar (Sweetgum) tree located in the ROW. Grind stump below grade to allow for future replanting. Prior to grinding perform an 811 locate to mark all underground utilities. Within one year of removal plant 1 replacement tree. Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to all spacing  guidelines. Prior to planting perform an 811 locate to mark all underground utilities. Post-planting, follow up with SDOT Urban Forestry for inventorying and quality assurance.On the 9th Ave NW side of the house, is located a damaged Sweetgum tree to be removed. Tree has been topped, re growth has failed and struck a parked vehicle.Additional:  pruning of a Tilia for street and sidewalk clearance to be added from voided permit SDOTTREE0005030","03/17/2024",
"03/13/2023","SDOTTREE0005030","Tree - Plant/Prune/Remove","Closed","868   NW  80TH  ST   SEATTLE","Prune Little Leaf Linden, clear lines","Prune for health and aesthetic beauty Little Leaf Linden, clear lines and lift to code over street and sidewalk.Corner of 90th NW and 9th Ave NW.Tree is located on 9th Ave NW",,
"03/13/2023","SDOTTREE0005031","Tree - Plant/Prune/Remove","Closed","4207    BAGLEY  AVE  N  SEATTLE","MAUSSENET - 4207 BAGLEY AVE N - PRUNE","Prune 1 Malus. Prune 1 Pyrus. Pruning will follow ANSI A300. Arborists adhering to the ANSI A300 pruning standard will not: leave branch stubs, make unnecessary heading cuts, cut off the branch collar (not make a flush cut), top or lion's tail trees (stripping a branch from the inside leaving foliage just at the ends), remove more than 25 percent of the foliage of a single branch. Maintain SDOT required street and infrastructure clearance codes. Prune for health and aesthetic beauty 1 Apple, 1 Pear, and clear utilities lines, lift to code over street and sidewalk","05/24/2023",
"03/13/2023","SDOTTREE0005032","Tree - Plant/Prune/Remove","Issued","727  A  N  95TH  ST   SEATTLE","DRAGOVICH - 727 A N 95TH ST - PLANT","Plant 1 Seattle Tree approved tree in planting strip between street and sidewalk. Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to all spacing  guidelines. Prior to planting perform an 811 locate to mark all underground utilities. Post-planting, follow up with SDOT Urban Forestry for inventorying and quality assurance.","05/11/2023",
"03/13/2023","SDOTTREE0005033","Tree - Plant/Prune/Remove","Issued","2200    12TH  AVE  E  SEATTLE","RURY - 2200 12TH AVE E - REMOVE","Tree is dead and requires removal.  Previously approved by City Arborist but I never got around to it.On Boston Ave in parking strip in front of 2200 12th Ave E. *SDOT UF NOTES: ADDITIONAL INFORMATION RE: REPLANTING REQUIREMENT PER SMC 15.43.030 PROVIDED IN EMAIL IN COMMS TAB*","03/27/2024",
"03/12/2023","SDOTTREE0005025","Tree - Plant/Prune/Remove","Closed","7238    39TH  AVE  SW  SEATTLE","QUISENBERRY - 7238 39TH AVE SW - PLANT","Plant 1 tree, City approved Street tree to City of Seattle standards in the planting strip on Othello to the south of the house.Plant 2-3 City approved Street trees to City of Seattle standards in the planting strip on 39th Ave SW, to the west of the house.ALL TREES SHOULD BE PLANTED TO MINIMUM PLANTING SPECIFICATIONS (5' FROM UNDERGROUND UTILITIES, 30' FROM INTERSECTIONS, 10' FROM POWER POLES, AND 5' FROM PROPERTY LINES.","03/30/2024",
"03/11/2023","SDOTTREE0005023","Tree - Plant/Prune/Remove","Denied","6219    14TH  AVE  NW  SEATTLE","HAAS - 6219 14TH AVE NW - PLANT","Would like to plant a tree where previous tree was removed by SDOT in Fall 2022. NW intersection of 14th AVE NW and 63rd street. Sidewalk would remain open",,
"03/11/2023","SDOTTREE0005024","Tree - Plant/Prune/Remove","Withdrawn","1118    29TH  AVE  S  SEATTLE","FREILINGER - 1118 29TH AVE S - PLANT","We would like to plant a new tree in the parking stipt to the south of our driveway. There was a tree there when we moved in in 2015 but someone hit it with their car and it died.",,
"03/10/2023","SDOTTREE0005019","Tree - Plant/Prune/Remove","Closed","4242    WILLIAMS  AVE  W  SEATTLE","CHAPMAN - 4242 WILLIAMS AVE W - PLANT","Plant 2 trees from the SDOT approved small trees list.  Only trees approved for under power lines will be selected.  The 2 trees will be planted in the parking strip in Williams Ave W in front of the house located at 4242 Williams W. Species to be planted shall be selected from the approved street tree list & shall be suitable for all site conditions. Planting shall adhere to all spacing  guidelines. Prior to planting perform an 811 locate to mark all underground utilities. Post-planting, follow up with SDOT Urban Forestry for inventorying and quality assurance.","03/07/2024",
"03/10/2023","SDOTTREE0005020","Tree - Plant/Prune/Remove","In Process","300    DEXTER  AVE  N  SEATTLE","300 Dexter Ave N. -SUSIPX403541","PROPOSED DEVELOPMENT IS A COMMERCIAL USE BUILDING WITH APPROXIMATELY 200,000 SF OF OFFICE SPACE AND APPROXIMATELY 5,000 SF OF STREET LEVEL RETAIL USE, WITH SUBGRADE PARKING FOR APPROXIMATELY 200 CARS, AND PARKING AND LOADING ACCESS FROM THE ALLEY EAST OF THE SITE. PROJECTED BUILDING HEIGHT IS APPROXIMATELY 175 FEET IN 11 STORIES. AN AT-GRADE OPEN PLAZA IS PROPOSED AT THE SOUTH END OF THE SITE.   THE PROPOSED DEVELOPMENT INCLUDES DEMOLITION AND REMOVAL OF BOTH EXISTING BUILDINGS ON SITE, ALONG WITH EXISTING SURFACE PARKING.",,
"03/10/2023","SDOTTREE0005021","Tree - Plant/Prune/Remove","In Process","523    15TH  AVE  E  SEATTLE","523 15TH AVE E street trees per SUSIPX405007","Multifamily housing with business below. On the corner of East Mercer Street and 15th Ave E.",,
"03/10/2023","SDOTTREE0005022","Tree - Plant/Prune/Remove","Issued","6109    WOODLAND  PL  N  SEATTLE","RANKIN - 6109 WOODLAND PL N - PLANT","Plant 1 Malus tree in the planting strip directly in front of the home.  East of sidewalk and south of driveway. Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to all spacing  guidelines. Prior to planting perform an 811 locate to mark all underground utilities. Post-planting, follow up with SDOT Urban Forestry for inventorying and quality assurance.","03/29/2024",
"03/09/2023","SDOTTREE0005012","Tree - Plant/Prune/Remove","Closed","726    22ND  AVE  E  SEATTLE","Sacks - 726 22ND AVE E - PRUNE","· Remove 1 low right broken and hanging branch, Remove all dead branches (2"" in diameter and larger) throughout","04/11/2023",
"03/09/2023","SDOTTREE0005013","Tree - Plant/Prune/Remove","Issued","6801    ROOSEVELT  WAY  NE  SEATTLE","CCA  - 6801 Roosevelt Way NE - PRUNE","Prune three cherry trees located in the ROW. Pruning shall adhere to ANSI 300A standards. Scope of work shall include restoring required clearances to street and sidewalk.","10/02/2023",
"03/09/2023","SDOTTREE0005014","Tree - Plant/Prune/Remove","Closed","4013    39TH  AVE  SW  SEATTLE","Lenaburg - 4013 39th Ave SW - Pruning","Pruning Specification:One 14.9"" DSH Japanese zelkova (Zelkova serrata) tree located in the planting strip.-ALL PRUNING CUTS TO ANSI A300 STANDARDS.-Selective removal or reduction of upright branches in particularly dense areas of the canopy to improve light/air through the canopy-Provide SDOT-required street and sidewalk clearance-Pruning cuts to be proper removal or reduction cuts up to 3"" diameter; no heading cuts to occur in compliance with Seattle Municipal Code","05/21/2023",
"03/09/2023","SDOTTREE0005015","Tree - Plant/Prune/Remove","Issued","2500   N  39TH  ST   SEATTLE","GONZALEZ-BLANCH - 2500 N 39TH ST - PLANT","PLANTING SPECIFICATIONS: Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to all spacing  guidelines. Prior to planting perform an 811 locate to mark all underground utilities. Post-planting, follow up with SDOT Urban Forestry for inventorying and quality assurance. Advise against Cherry, Paper Birch, and fruit trees on the right-of-way.Existing house we want to plant 4 trees ( 2 paper 3” CAL birch and 2 fire maple 3” CAL) on garden strip situates on the  from of our property. The location is on Eastern Street between 39th and 40th but close to the 39th street corner. Sidewalk will remain open and we have already asked dig811 to mark utilities to ensure the planting isn't close to any utility.","05/10/2023",
"03/09/2023","SDOTTREE0005016","Tree - Plant/Prune/Remove","Closed","5041    9TH  AVE  NE  SEATTLE","Blessed Sacrament Church - 5041 9th Ave NE - Pruning","Prune two purpleleaf plum trees located in the ROW. Pruning shall adhere to ANSI 300A standards. Scope of work shall include restoring required clearances to street and sidewalk. Additional Info Provided By Applicant: Pruning Objective - To mitigate recent storm damage, reduce density of vertical sprouts, ensure clearance to surrounding infrastructure. Pruning Specification - Two purple leaf plum trees (Prunus cerasifera) located in the planting strip along 8th Ave NE. Pruning to increase clearance to surrounding infrastructure - Select removal of excessive vertical sprouts - Removal of dead or damaged limbs 2 inches in diameter or greater - No more than 20% of live canopy to be removed with cuts not to exceed 8 inches in diameter","06/11/2023",
"03/09/2023","SDOTTREE0005017","Tree - Plant/Prune/Remove","Closed","901    HARVARD  AVE  E  SEATTLE","3 American elm pruning","Removing large deadwood and reducing the risk of future branch failure for three large American elms : Remove deadwood 2” diameter and larger throughout canopies.-Reduce 6-8 branches (12-15” diameter) by making 4-6” cuts to reduce likelihood of failure for each of the two largest elms. -Reduce 4-6 branches (6-8” diameter) by making 2-3” cuts to reduce likelihood of failure for the smallest elm.-Raise canopy to 15’ over roadway.","03/28/2023",
"03/09/2023","SDOTTREE0005018","Tree - Plant/Prune/Remove","Closed","4005    LATONA  AVE  NE  SEATTLE","BRAIDA - 4005 LATONA AVE NE - PRUNE","Prune 1 London Planetree. Pruning will follow ANSI A300. Arborists adhering to the ANSI A300 pruning standard will not: leave branch stubs, make unnecessary heading cuts, cut off the branch collar (not make a flush cut), top or lion's tail trees (stripping a branch from the inside leaving foliage just at the ends), remove more than 25 percent of the foliage of a single branch.Pruning of London plane tree to eliminate pressure/conflict with low-voltage electrical service to neighboring properties. 6' clearance is outlined in pruning plan. Less clearance is allowable when 6' is not feasible to maintain proper pruning technique.","05/18/2023",
"03/08/2023","SDOTTREE0005007","Tree - Plant/Prune/Remove","Closed","356   N  83RD  ST   SEATTLE","Clifford -356 N 83RD ST - PRUNE","Pruning will follow ANSI A300. Arborists adhering to the ANSI A300 pruning standard will not: leave branch stubs, make unnecessary heading cuts, cut off the branch collar (not make a flush cut), top or lion's tail trees (stripping a branch from the inside leaving foliage just at the ends), remove more than 25 percent of the foliage of a single branch.Two Lavalle Hawthorn street trees in front of house located at 356 N 83rd St. Trim lowest limb away from street. Trim a 3"" limb hanging farthest into the street. Lightly trim street side to lift lower canopy to 12-14' over street. Trim 2 2"" limbs hanging furthest over sidewalk. Deadwood and internal cleanout.All cuts to be made under 4"" in diameter, cut to lateral branches, with no more than 30% reduction of living crown.","05/11/2023",
"03/08/2023","SDOTTREE0005008","Tree - Plant/Prune/Remove","Closed","9222    11TH  AVE  NW  SEATTLE","PFIEFFER - 9222 11TH AVE NW - PRUNE","Prune as permitted, 1, privately maintained Black Locust street tree (TRE-23327) according to ASNI300 standards. Prune for deadwood and thin. Located along 11th AVE NW.•	Pruning will follow ANSI A300. Arborists adhering to the ANSI A300 pruning standard will not: leave branch stubs, make unnecessary heading cuts, cut off the branch collar (not make a flush cut), top or lion's tail trees (stripping a branch from the inside leaving foliage just at the ends), remove more than 25 percent of the foliage of a single branch.","05/02/2023",
"03/08/2023","SDOTTREE0005009","Tree - Plant/Prune/Remove","Closed","7526    DIBBLE  AVE  NW  SEATTLE","SCHAEFFER - 7526 Dibble Ave NW - PRUNE","Prune as permitted, 1, privately-maintained Yoshino Cherry street tree (TRE-53091)(16"" DBH) according to ANSI300 standards. Prune for deadwood and right of way. Tree along Dibble AVE NW.•	Pruning will follow ANSI A300. Arborists adhering to the ANSI A300 pruning standard will not: leave branch stubs, make unnecessary heading cuts, cut off the branch collar (not make a flush cut), top or lion's tail trees (stripping a branch from the inside leaving foliage just at the ends), remove more than 25 percent of the foliage of a single branch.","05/02/2023",
"03/08/2023","SDOTTREE0005010","Tree - Plant/Prune/Remove","Closed","3902    42ND  AVE  SW  SEATTLE","Mulhall - 3902 42nd Ave SW - Pruning","-One Sweetgum tree located in the planting strip on SW Bradford St. 20"" DSH>>Prune for health and improved structure.>>Reduction pruning as necessary to preserve major scaffold branches.>>Prune for increased wire clearance.PRUNE FOR STANDARDS CLEARANCES.","05/20/2023",
